home_no,host_name,host_age,host_phone,host_gender,guardian_name,guardian_phone,relation,host_register_no,host_account_no,host_bank,rent,lat,lng,introduce,host_personality_no,home_option_no,si,sgg,emd,ro,detail,register_member_role
785,홍수빈,87,01053198439,F,김정훈,01000081623,자녀,540310-1424317,003-257908985085,신한,30,37.504201,126.846044,에어컨 가스렌지 세탁기 냉장고 등 옵션있고 방이큼,785,785,서울,구로구,empty,고척로25길 57,empty,UNAUTHORIZED_MEMBER
786,강정숙,88,01048207883,F,이옥순,01038591995,자녀,030611-2637199,090-825601132093,카카오,30,37.501214,126.850107,신축4년차O풀옵션 원룸O습하지 않아요O즉시입주O,786,786,서울,구로구,empty,경인로33마길 4,empty,UNAUTHORIZED_MEMBER
787,우지혜,67,01098940670,F,권준서,01036197704,자녀,410218-2410539,003-560600479072,신한,25,37.505058,126.850976,"즉시 입주 가능한 투룸, 저렴한 월세, 근린공원 초근접",787,787,서울,구로구,empty,고척로41길 43,empty,UNAUTHORIZED_MEMBER
788,황승현,80,01019258420,M,박상철,01083935142,자녀,180609-2726689,017-501294115894,광주,30,37.502714,126.853297,"즉시 입주 가능한 방2, 내부 도배장판 교체 완료",788,788,서울,구로구,empty,경인로35다길 26,empty,UNAUTHORIZED_MEMBER
789,윤정훈,78,01030608373,M,전상철,01067838977,자녀,070314-1973203,005-897139417995,농협,40,37.505104,126.850015,일조권이좋고 100035 가능하고 협의입주가능,789,789,서울,구로구,empty,고척로39가길 12,empty,USER
790,이상훈,84,01018648408,M,오지은,01069400591,자녀,250507-1204966,013-933098066246,부산,40,37.494147,126.833014,"넓은평수의저렴한빌라,즉시입주가능,주변환경좋아요",790,790,서울,구로구,empty,부일로15길 29,empty,UNAUTHORIZED_MEMBER
791,이진우,78,01051178301,M,김현지,01059575022,자녀,680621-1128390,020-462704734834,제주,40,37.494584,126.856031,"풀옵션,개봉역3분,4월 협의.",791,791,서울,구로구,empty,남부순환로95길 42,empty,USER
792,문주원,87,01065769301,M,문경수,01065103321,자녀,440915-2683316,090-322369210428,카카오,40,37.495004,126.889668,"구로구청 인근, 업무용, 냉난방기 유",792,792,서울,구로구,empty,구로중앙로18길 5,empty,USER
793,김도윤,95,01003266743,M,윤유진,01033327875,자녀,770009-1569684,023-943253478657,케이,40,37.504039,126.891815,"엘리베이터 있음,신축급 원룸건물, 빠른입주 가",793,793,서울,구로구,empty,공원로8길 49,empty,USER
794,최상철,73,01071279439,M,권영환,01082075177,자녀,730610-1575214,007-926060187042,씨티,36,37.50414,126.890819,신도림역 도보5분 깨끗해요.,794,794,서울,구로구,empty,공원로6나길 17,empty,USER
795,서경자,71,01015213574,F,윤민준,01050022924,자녀,150421-1552160,008-645608176426,SC제일,40,37.504484,126.891803,신도림 리모델링 넓은방,795,795,서울,구로구,empty,공원로6나길 39,empty,UNAUTHORIZED_MEMBER
796,강예지,94,01080429184,F,정정호,01064091391,자녀,640203-1507111,002-536972785000,우리,36,37.471812,126.940095,"00단기가능, 대로변 풀옵션 00",796,796,서울,관악구,empty,서림11길 5,empty,UNAUTHORIZED_MEMBER
797,홍상철,89,01058342426,M,이재현,01077339801,자녀,650429-2737409,001-774113028099,국민,35,37.482979,126.933992,리모델링 깔끔 풀옵션원룸 남향 채광좋아요,797,797,서울,관악구,empty,남부순환로190길 38,empty,UNAUTHORIZED_MEMBER
798,김영숙,94,01099368099,F,이은경,01095448701,자녀,320200-2006497,004-669360623405,하나,33,37.470104,126.93654,00화이트톤 공과금 올포함 대로변 00,798,798,서울,관악구,empty,신림로17길 16,empty,USER
799,고성수,95,01031781263,M,김은지,01052560807,자녀,930716-2782936,023-990968891843,케이,35,37.48615,126.936489,봉천역원룸 저렴하고 깔끔한 착한원룸,799,799,서울,관악구,empty,은천로 10,empty,UNAUTHORIZED_MEMBER
800,안민재,73,01050161493,M,김하윤,01003775803,자녀,430129-1072428,002-929850907974,우리,40,37.485395,126.931919,신림역원룸 저보증금가능하고 가성비 착한원룸 소개드려요,800,800,서울,관악구,empty,신림로64길 41,empty,USER
801,김지원,93,01055809058,F,이지우,01001862888,자녀,810621-2310444,012-673560769366,토스,37,37.479568,126.931859,empty,801,801,서울,관악구,empty,신림로 274,empty,UNAUTHORIZED_MEMBER
802,고현정,85,01084332473,F,이현준,01011910703,자녀,060508-1129278,090-128096787889,카카오,30,37.473384,126.938253,00마지막 1개 호실 남았어요 00,802,802,서울,관악구,empty,복은4길 25,empty,UNAUTHORIZED_MEMBER
803,임경희,71,01017638055,F,이경자,01060101975,자녀,030010-1682262,018-196867909380,수협,24,37.472584,126.941117,00학생들 추천 화이트톤 풀옵션 00,803,803,서울,관악구,empty,서림11길 29,empty,USER
804,이민재,75,01074129122,M,이준혁,01094286024,자녀,540622-2669204,020-079235639356,제주,33,37.487736,126.925308,가성비 끝판왕 신림 입주가능일 즉시입주가능 역세권,804,804,서울,관악구,empty,관천로18길 42,empty,UNAUTHORIZED_MEMBER
805,김예원,85,01060925086,F,김민재,01092229123,자녀,530927-1777704,006-151273079034,기업,25,37.472584,126.941117,00화이트톤 학생들 추천매물 00,805,805,서울,관악구,empty,서림11길 29,empty,USER
806,이현우,86,01049779687,M,권은지,01028498208,자녀,130214-2619895,006-750295408372,기업,40,37.480194,126.931496,즉시입주 가능한 깔끔하고 가성비 최고 원룸이에요,806,806,서울,관악구,empty,신림로54길 24,empty,USER
807,김영호,76,01049550006,M,이서영,01039437036,자녀,420606-2766956,003-620475414822,신한,40,37.479736,126.93161,저렴하고 깔끔한 서원역 초역세권 큰 방이에요,807,807,서울,관악구,empty,신림로50길 9,empty,USER
808,김병철,73,01032260918,M,박민수,01061297311,자녀,590326-1932376,002-258479292403,우리,36,37.480978,126.941605,2호선 봉천역확인매물여성취향저격풀옵션,808,808,서울,관악구,empty,장군봉3길 32,empty,USER
809,장지은,96,01099260071,F,김광수,01012812557,자녀,520903-1951809,006-077022825764,기업,35,37.485657,126.94775,"저보증금 가능, 가성비 월세, 즉시입주, 신축급, 채광굿",809,809,서울,관악구,empty,은천로24길 30,empty,UNAUTHORIZED_MEMBER
810,김지후,66,01004524891,M,최선영,01054228128,자녀,860215-2363740,018-179818391900,수협,40,37.481615,126.93132,사진有  분리형  신축  큰방  2호선  신림선,810,810,서울,관악구,empty,신림로56길 19,empty,UNAUTHORIZED_MEMBER
811,성진우,79,01091869530,M,이서연,01054584639,자녀,460808-1418279,090-363128288508,카카오,37,37.479843,126.943633,"봉천역 1번출구 도보 3분 역세권 깔끔한 원룸, 치안도 좋고 조용하고",811,811,서울,관악구,empty,쑥고개로 63,empty,USER
812,한영식,75,01043512410,M,홍병철,01007152940,자녀,420523-1931728,007-282892368958,씨티,35,37.469734,126.935686,초역세권 위치좋은 풀옵션 원룸,812,812,서울,관악구,empty,대학4길 37,empty,UNAUTHORIZED_MEMBER
813,이성민,97,01001191401,M,황지혜,01003889437,자녀,320007-1942056,023-180493132689,케이,35,37.483536,126.934766,신림역원룸 저렴하기로 최고 가성비갑원룸,813,813,서울,관악구,empty,남부순환로194길 28,empty,UNAUTHORIZED_MEMBER
814,송건우,85,01024006298,M,장은지,01017109701,자녀,090904-2593550,007-366183235036,씨티,36,37.485365,126.93929,봉천역 화장실 깔끔한 신축 풀옵션 원룸,814,814,서울,관악구,empty,봉천로27길 15,empty,UNAUTHORIZED_MEMBER
815,성시우,95,01006090227,M,박광수,01051891578,자녀,110000-2076594,003-449574425092,신한,37,37.483536,126.934766,신림역원룸 저렴하기로 최고 가성비갑원룸,815,815,서울,관악구,empty,남부순환로194길 28,empty,USER
816,이영미,71,01018820987,F,김춘자,01083894180,자녀,540300-1830277,003-423743879413,신한,39,37.472224,126.941069,00리모델링 첫입주 서두르세요 00,816,816,서울,관악구,empty,서림11길 24,empty,USER
817,이은영,73,01006693014,F,백영환,01059994872,자녀,020613-2425839,001-270800378997,국민,39,37.472224,126.941069,00깔끔하고 넓직한 분리형 풀옵션 00,817,817,서울,관악구,empty,서림11길 24,empty,UNAUTHORIZED_MEMBER
818,박하윤,94,01046756231,F,최수진,01093907856,자녀,680922-2925509,015-901312010694,대구,31,37.470463,126.936604,00대로변 리모델링 풀옵션 00,818,818,서울,관악구,empty,호암로26길 53,empty,USER
819,박영수,95,01044868124,M,김영순,01045210411,자녀,930018-2060651,011-516605152848,산업,27,37.485961,126.931702,신림역원룸 저렴하고 가성비 좋은 착한원룸,819,819,서울,관악구,empty,신림로66길 39,empty,UNAUTHORIZED_MEMBER
820,김영환,82,01043358005,M,강정순,01002193943,자녀,650624-2581109,003-216117815081,신한,40,37.470054,126.935601,신림선 역세권 조용한 주택가 풀옵션,820,820,서울,관악구,empty,신림로21길 9,empty,USER
821,김승현,92,01046542733,M,이진호,01098659100,자녀,620400-2749339,016-959916952226,전북,35,37.48508,126.92733,신림역 6번출구 도보 2분 초역세권 보증금 조절 가능한 저렴한 원룸,821,821,서울,관악구,empty,관천로10길 36,empty,USER
822,홍지아,69,01011701212,F,전성훈,01063262100,자녀,660420-1750406,001-857634680356,국민,35,37.483205,126.938403,봉천역 도보6분 초역세권 화이트톤 가성비갑매물,822,822,서울,관악구,empty,장군봉2길 36,empty,USER
823,박혜진,66,01047702142,F,고보람,01070259784,자녀,080214-1861705,012-468159796952,토스,32,37.47233,126.939727,empty,823,823,서울,관악구,empty,서림9길 8,empty,USER
824,윤정희,93,01052892671,F,류하은,01058362335,자녀,770624-1301984,012-561121660697,토스,38,37.478749,126.930853,사진有  주차가능  초역세권  가성비최고  엘베,824,824,서울,관악구,empty,문성로 245,empty,UNAUTHORIZED_MEMBER
825,남준호,98,01080342589,M,오채원,01083748426,자녀,350506-2398119,013-390535712397,부산,35,37.485412,126.932721,애완동물가능 신림역원룸 저렴하기로 최고 가성비갑원룸,825,825,서울,관악구,empty,신림로64길 53,empty,USER
826,우성수,93,01090479126,M,김성현,01081007252,자녀,460619-2680783,012-326936811046,토스,40,37.488205,126.927237,신림역 초역세권 저렴 깔끔,826,826,서울,관악구,empty,봉천로8길 29,empty,USER
827,김중수,73,01079371596,M,이준호,01095801629,자녀,330323-2849711,001-221079936444,국민,40,37.485836,126.933104,신림역 초역세권저렴깔끔한 원룸,827,827,서울,관악구,empty,신림로66길 62,empty,UNAUTHORIZED_MEMBER
828,박민석,79,01098209475,M,이영철,01061115716,자녀,000316-1477305,013-393760980896,부산,40,37.485947,126.933584,신림역원룸 저렴하기로 최고 가성비갑원룸,828,828,서울,관악구,empty,남부순환로187길 24,empty,USER
829,김수진,100,01073810916,F,이현우,01004980082,자녀,220225-2863528,011-858971941757,산업,30,37.485961,126.931702,신림역원룸 저렴하고 가성비 좋은 착한원룸,829,829,서울,관악구,empty,신림로66길 39,empty,UNAUTHORIZED_MEMBER
830,윤은정,84,01079616696,F,김선영,01036395252,자녀,750625-2538184,001-040554293251,국민,40,37.479568,126.931859,empty,830,830,서울,관악구,empty,신림로 274,empty,USER
831,이서윤,67,01006000964,F,한건우,01003567750,자녀,900808-1441961,017-492103261673,광주,40,37.479931,126.942884,봉천역 도보8분 EV유 채광굿 깔끔한방 가성비최고,831,831,서울,관악구,empty,쑥고개로 57,empty,UNAUTHORIZED_MEMBER
832,안승민,96,01096844311,M,송우진,01082626067,자녀,020809-2901825,015-193896244382,대구,36,37.484522,126.950045,서울대입구역원룸 저렴하고깔끔한 착한원룸 소개드려요,832,832,서울,관악구,empty,양녕로6다길 15,empty,UNAUTHORIZED_MEMBER
833,곽영미,98,01032366910,F,박영미,01059073746,자녀,260117-1309395,004-753370304211,하나,30,37.484533,126.951307,서울대입구역원룸 저렴하고깔끔한 착한원룸 소개드려요,833,833,서울,관악구,empty,중앙1길 51,empty,UNAUTHORIZED_MEMBER
834,김순옥,83,01008987049,F,황승현,01055848299,자녀,400016-1733372,011-295023804803,산업,35,37.483092,126.950698,서울대입구5분 풀옵션 주민센터근처 원룸,834,834,서울,관악구,봉천동,empty,empty,USER
835,김은정,77,01059091985,F,이영환,01006873664,자녀,600119-2361633,090-967434009562,카카오,38,37.479736,126.93161,저렴하고 깔끔한 서원역 초역세권 큰 방이에요,835,835,서울,관악구,empty,신림로50길 9,empty,UNAUTHORIZED_MEMBER
836,권중수,100,01030491096,M,김예은,01044145173,자녀,570214-1327693,023-980650237075,케이,32,37.481676,126.939054,봉천역5분 역세권 가성비원룸,836,836,서울,관악구,empty,장군봉6길 12,empty,UNAUTHORIZED_MEMBER
837,김지원,93,01056132534,F,김승현,01082145598,자녀,590627-2533340,018-497275027367,수협,37,37.481235,126.930519,신림역 도보6분 초역세권 가성비깔끔한방 채광굿,837,837,서울,관악구,empty,신림로56길 8,empty,UNAUTHORIZED_MEMBER
838,최정호,100,01093453781,M,김혜진,01086789591,자녀,300203-1222035,017-914081452125,광주,37,37.475797,126.930957,"200,39,4신림역세권 쾌적한 풀옵션 원룸",838,838,서울,관악구,empty,문성로38길 63,empty,USER
839,김윤서,95,01044748164,F,이지민,01030122432,자녀,740326-2564937,016-668387768551,전북,40,37.480194,126.931496,즉시입주 가능한 깔끔하고 가성비 최고 원룸이에요,839,839,서울,관악구,empty,신림로54길 24,empty,UNAUTHORIZED_MEMBER
840,김광수,90,01048680862,M,송미영,01084985705,자녀,020015-1406208,090-257804186588,카카오,37,37.484522,126.927977,즉시입주 가능한 정말 깔끔한 원룸입니다.,840,840,서울,관악구,empty,남부순환로 1597,empty,USER
841,최지원,92,01007034595,F,이광수,01012850734,자녀,100807-2540886,020-847170224045,제주,40,37.480154,126.93941,봉천역 도보7분 초역세권 화이트톤 리모델링 여성분워너비매물,841,841,서울,관악구,empty,장군봉9길 15,empty,USER
842,황승현,96,01010163222,M,김서윤,01032401617,자녀,190014-2389090,020-344870035297,제주,40,37.472224,126.941069,대학동 EV유 조용한분위기 깔끔한 방 가성비갑,842,842,서울,관악구,empty,서림11길 24,empty,UNAUTHORIZED_MEMBER
843,김준호,85,01053212643,M,이미정,01094482011,자녀,570917-1145978,015-469331800488,대구,35,37.479831,126.945483,봉천역 도보9분 채광굿 혼자살기 좋은 깔끔한 매물,843,843,서울,관악구,empty,청룡8길 7,empty,USER
844,김재호,67,01061327729,M,이지훈,01090005736,자녀,780207-1602973,013-272644441573,부산,35,37.479033,126.9301,서원역 역세권 깔끔한 풀옵션 원룸입니다.,844,844,서울,관악구,empty,문성로 237,empty,UNAUTHORIZED_MEMBER
845,우재호,75,01075291323,M,하진우,01036668359,자녀,330318-2647497,012-347100074085,토스,38,37.478827,126.926898,가성비좋은 서원역 깔끔원룸입니다,845,845,서울,관악구,empty,문성로28가길 8,empty,USER
846,류지영,71,01034319547,F,이지연,01058040021,자녀,800011-1487344,013-802909854983,부산,26,37.480978,126.941605,2호선 봉천역 떴다 내가찾던 초역세권 최고급소재,846,846,서울,관악구,empty,장군봉3길 32,empty,UNAUTHORIZED_MEMBER
847,이영희,88,01078699804,F,이재호,01057587219,자녀,630526-2415755,009-610112142024,우체국,40,37.482979,126.933992,리모델링 깔끔 풀옵션 분리형원룸,847,847,서울,관악구,empty,남부순환로190길 38,empty,UNAUTHORIZED_MEMBER
848,문지현,78,01076989262,F,한정웅,01026092325,자녀,140820-2588659,018-362606593232,수협,29,37.47824,126.930766,즉시입주가능한 서원역 초역세권 원룸입니다.,848,848,서울,관악구,empty,문성로38길 5,empty,USER
849,이건우,71,01098869142,M,이은지,01041511888,자녀,670500-1616983,007-171884471972,씨티,40,37.484914,126.926653,신림역 부근 깔끔한 원룸입니다.,849,849,서울,관악구,empty,신림동7길 48,empty,USER
850,서시우,69,01061495373,M,송경숙,01020665660,자녀,300600-2750257,020-807397216899,제주,25,37.486464,126.925821,신림역 5번출구 도보 5분거리 깔끔하고 저렴한 가성비 원룸,850,850,서울,관악구,empty,신림동5가길 25,empty,UNAUTHORIZED_MEMBER
